,Row_ID,Year,Era,Scenario,Region,Demographic_Group,Education_Level,Profession,AI_Tool_Category,Weekly_AI_Usage_Hours,AI_Dependency_Score,Human_Creativity_Score,Critical_Thinking_Ability,Problem_Solving_Skills,Emotional_Intelligence,Innovation_Rate,Learning_Speed,Human_Decision_Making_Involvement,Social_Interaction_Quality,Cognitive_Load_Index,Mental_Wellbeing_Score,AI_Tool_Proficiency,Adaptability_Score,Attention_Span_Minutes,Positive_Effects_of_AI,Negative_Effects_of_AI,Outcome_Label
26303,26304,2036,Deep AI Dependency Era,Optimistic,Africa,Senior (51-65),Primary,Education,,22.0,25.47,61.89,71.33,63.79,65.38,68.41,63.47,81.23,69.69,66.3,56.91,27.09,68.38,50.29,Increased productivity for deep work; Optimized problem-solving frameworks,Attention span deterioration,Positive Growth
26304,26305,2070,Symbiotic Intelligence Age,Optimistic,Africa,Youth (18-25),Primary,Entrepreneurship,AGI-Adjacent Tools,37.9,75.06,88.97,86.28,81.56,76.08,83.52,89.57,59.83,85.68,83.77,81.85,69.25,88.8,68.03,Optimized problem-solving frameworks; Reduced cognitive load on repetitive tasks; Enhanced emotional regulation through AI coaching; Personalized learning pathways,Loss of deep reading habits; Digital addiction patterns,Positive Growth
26305,26306,2024,Early AI Integration,Optimistic,Oceania,Senior (51-65),PhD/Research,Skilled Trades,,7.3,5.83,63.12,56.91,73.99,57.74,60.24,54.91,87.88,64.91,46.66,67.15,25.08,62.37,48.34,Increased productivity for deep work; Broader knowledge access,,Stagnant / Moderate
26306,26307,2026,Early AI Integration,Optimistic,Southeast Asia,Elder (65+),Postgraduate,Creative Arts,,5.5,13.59,54.53,56.95,63.6,60.01,50.73,61.45,87.68,70.76,58.31,71.81,28.38,60.21,43.0,Personalized learning pathways; Augmented artistic expression; Enhanced collaborative intelligence,,Stagnant / Moderate
26307,26308,2069,Symbiotic Intelligence Age,Mixed,Southeast Asia,Senior (51-65),Undergraduate,Creative Arts,Full AGI Integration,37.7,68.96,62.4,75.43,100.0,55.27,60.79,56.53,59.62,79.98,62.84,65.54,77.34,73.39,51.75,Cross-domain creativity boosts; Better data-driven decisions,Loss of deep reading habits; Over-reliance on AI outputs; Declining handwriting and manual skills,Stagnant / Moderate
26308,26309,2044,Post-Singularity Transition,Optimistic,Southeast Asia,Elder (65+),PhD/Research,Unemployed/Retired,Basic Assistants,14.2,34.19,67.15,62.8,73.84,74.47,52.5,69.03,78.59,79.71,63.97,66.86,45.28,69.71,54.69,Improved creative brainstorming; Enhanced research capabilities; Better data-driven decisions; Democratized access to expertise,,Positive Growth
26309,26310,2064,Symbiotic Intelligence Age,Neutral,Southeast Asia,Youth (18-25),Postgraduate,Unemployed/Retired,AGI-Adjacent Tools,31.2,66.34,71.0,55.88,55.71,66.15,66.07,79.83,62.93,59.67,67.03,61.94,68.35,62.09,36.79,Real-time language and cultural bridging; Reduced cognitive load on repetitive tasks,Memory atrophy from AI offloading; Privacy erosion through behavioral data; Creativity homogenization,Stagnant / Moderate
26310,26311,2047,Post-Singularity Transition,Optimistic,Oceania,Elder (65+),PhD/Research,Technology,Creative AI,14.5,37.09,66.44,70.99,77.35,70.73,66.73,72.47,70.62,68.62,71.62,74.34,35.6,60.99,51.38,Reduced cognitive load on repetitive tasks; Faster skill acquisition; Better data-driven decisions; Real-time language and cultural bridging,Reduced risk-taking in innovation; Decreased social bonding,Positive Growth
26311,26312,2030,AI Mainstream Adoption,Neutral,Middle East,Senior (51-65),Undergraduate,Unemployed/Retired,,20.6,20.17,60.99,59.84,58.78,62.37,50.36,58.48,72.09,59.86,58.98,68.47,26.51,58.32,45.84,Enhanced emotional regulation through AI coaching; Enhanced collaborative intelligence; Improved mental health support tools,Skill atrophy in non-AI domains; Creativity homogenization; Reduced physical-world problem solving,Stagnant / Moderate
26312,26313,2070,Symbiotic Intelligence Age,Mixed,Africa,Senior (51-65),Secondary,Finance,Full AGI Integration,39.7,71.27,64.09,54.4,44.04,61.32,58.58,60.45,58.58,73.38,67.71,73.89,67.26,73.18,58.78,Accelerated innovation cycles; Improved creative brainstorming; Enhanced research capabilities,Job displacement anxiety; Algorithmic bias reinforcement; Digital addiction patterns,Stagnant / Moderate
26313,26314,2057,Cognitive Co-Evolution,Pessimistic,Southeast Asia,Young Adult (26-35),Primary,Finance,AGI-Adjacent Tools,33.1,68.15,39.84,71.87,55.0,62.86,41.84,56.41,53.59,66.34,78.77,53.5,65.61,43.79,22.49,Cross-domain creativity boosts; Improved creative brainstorming,Declining handwriting and manual skills; Reduced physical-world problem solving; Memory atrophy from AI offloading,Cognitive Decline Risk
26314,26315,2058,Cognitive Co-Evolution,Mixed,Europe,Adult (36-50),Secondary,Creative Arts,Analytical AI,41.9,68.94,51.72,61.3,41.71,63.32,52.83,40.78,55.73,74.9,73.84,72.4,66.9,65.0,28.15,Reduced cognitive load on repetitive tasks; Optimized problem-solving frameworks; Improved accessibility for disabled individuals,Decreased self-confidence in decisions; Reduced independent thinking; Reduced tolerance for ambiguity,Stagnant / Moderate
26315,26316,2056,Cognitive Co-Evolution,Mixed,Africa,Adult (36-50),Primary,Unemployed/Retired,Analytical AI,36.6,65.05,44.37,89.65,37.88,58.79,40.98,63.09,49.46,56.5,70.36,58.5,62.14,55.64,47.45,Faster skill acquisition; Greater scientific discovery rates; Optimized problem-solving frameworks,Privacy erosion through behavioral data; Over-reliance on AI outputs; Loss of deep reading habits,Stagnant / Moderate
26316,26317,2032,AI-Augmented Society,Neutral,North America,Young Adult (26-35),Primary,Healthcare,Basic Assistants,17.0,23.18,64.86,66.32,64.75,66.3,52.14,67.91,77.14,57.41,66.24,72.27,20.6,59.96,54.46,Improved accessibility for disabled individuals; Personalized learning pathways; Augmented artistic expression,Declining handwriting and manual skills,Positive Growth
26317,26318,2063,Symbiotic Intelligence Age,Pessimistic,Oceania,Youth (18-25),Primary,Finance,Multi-modal AI,28.7,68.72,52.65,27.16,42.42,43.37,56.08,40.06,41.32,45.4,72.82,45.01,65.16,50.33,30.4,Reduced cognitive load on repetitive tasks,Decreased social bonding; Loss of deep reading habits; Privacy erosion through behavioral data; Creativity homogenization,Cognitive Decline Risk
26318,26319,2037,Deep AI Dependency Era,Neutral,Oceania,Adult (36-50),Undergraduate,Unemployed/Retired,,15.9,28.85,67.16,61.52,65.38,63.11,62.83,59.66,64.26,57.7,52.52,58.31,36.61,71.72,37.8,Cross-domain creativity boosts,Decreased social bonding; Attention span deterioration,Stagnant / Moderate
26319,26320,2038,Deep AI Dependency Era,Mixed,North America,Senior (51-65),Postgraduate,Healthcare,Basic Assistants,14.9,31.2,79.29,74.74,57.77,69.65,44.64,72.52,72.04,79.46,56.27,83.36,30.43,80.04,50.58,Real-time language and cultural bridging; Enhanced research capabilities,Attention span deterioration; Memory atrophy from AI offloading,Stagnant / Moderate
26320,26321,2049,Post-Singularity Transition,Optimistic,Middle East,Senior (51-65),Secondary,Business,Multi-modal AI,24.4,44.49,68.35,71.45,70.04,70.27,60.95,66.81,79.13,82.42,72.76,73.8,43.5,72.11,55.4,Better data-driven decisions; Faster skill acquisition; Broader knowledge access,Declining handwriting and manual skills; Digital addiction patterns,Positive Growth
26321,26322,2073,Symbiotic Intelligence Age,Pessimistic,East Asia,Young Adult (26-35),Undergraduate,Technology,Full AGI Integration,37.8,84.65,34.99,30.47,38.95,46.46,50.91,45.9,39.3,48.89,75.08,42.01,87.77,38.98,23.97,Broader knowledge access,Loss of deep reading habits; Digital addiction patterns; Reduced physical-world problem solving,Cognitive Decline Risk
26322,26323,2060,Cognitive Co-Evolution,Pessimistic,Europe,Adult (36-50),Postgraduate,Engineering,Multi-modal AI,35.7,78.2,46.8,45.24,55.22,51.58,40.9,59.82,63.7,50.41,70.93,52.75,65.07,32.3,23.11,,Reduced tolerance for ambiguity; Polarization through AI echo chambers,Cognitive Decline Risk
26323,26324,2073,Symbiotic Intelligence Age,Pessimistic,Oceania,Senior (51-65),Secondary,Finance,AGI-Adjacent Tools,53.6,94.61,32.58,41.54,42.61,38.67,34.84,48.51,42.69,32.19,70.58,51.0,100.0,34.79,22.85,Better data-driven decisions,Decreased social bonding; Decreased self-confidence in decisions,Cognitive Decline Risk
26324,26325,2070,Symbiotic Intelligence Age,Mixed,Oceania,Youth (18-25),Undergraduate,Creative Arts,AGI-Adjacent Tools,42.2,83.07,58.79,78.38,62.32,64.88,89.08,65.02,67.06,69.21,74.87,66.8,80.39,59.0,28.13,Augmented artistic expression; Enhanced research capabilities,Reduced tolerance for ambiguity; Algorithmic bias reinforcement; Emotional detachment from AI mediation,Stagnant / Moderate
26325,26326,2062,Symbiotic Intelligence Age,Pessimistic,East Asia,Adult (36-50),Primary,Skilled Trades,AGI-Adjacent Tools,48.2,79.91,60.4,41.83,50.55,46.01,44.08,50.2,46.74,53.83,73.59,55.35,75.71,56.37,18.66,Improved mental health support tools,Reduced physical-world problem solving; Decreased social bonding,Cognitive Decline Risk
26326,26327,2070,Symbiotic Intelligence Age,Pessimistic,Middle East,Adult (36-50),Secondary,Technology,Full AGI Integration,51.6,92.23,45.43,35.59,59.27,55.54,26.21,45.77,39.68,41.81,90.68,35.54,86.32,23.75,25.01,Real-time language and cultural bridging,Job displacement anxiety; Decreased social bonding; Privacy erosion through behavioral data,Cognitive Decline Risk
26327,26328,2032,AI-Augmented Society,Neutral,Latin America,Young Adult (26-35),Undergraduate,Skilled Trades,Creative AI,8.5,19.7,69.74,67.25,69.07,72.73,57.31,61.44,73.14,68.01,57.22,47.22,14.33,55.7,28.52,Improved accessibility for disabled individuals; Broader knowledge access; Reduced cognitive load on repetitive tasks,Declining handwriting and manual skills; Skill atrophy in non-AI domains; Decreased social bonding,Positive Growth
26328,26329,2056,Cognitive Co-Evolution,Optimistic,Oceania,Senior (51-65),Undergraduate,Business,Multi-modal AI,37.5,54.37,69.11,83.35,80.18,72.97,71.27,86.15,75.77,66.07,64.41,78.35,58.14,78.1,55.72,Greater scientific discovery rates; Accelerated innovation cycles,,Positive Growth
26329,26330,2062,Symbiotic Intelligence Age,Optimistic,Europe,Youth (18-25),Secondary,Skilled Trades,AGI-Adjacent Tools,29.7,63.3,76.07,73.54,87.72,76.2,86.86,94.44,71.22,86.75,66.3,75.64,59.38,78.19,66.64,Real-time language and cultural bridging; Faster skill acquisition; Reduced cognitive load on repetitive tasks; Increased productivity for deep work,Emotional detachment from AI mediation; Job displacement anxiety,Positive Growth
26330,26331,2035,AI-Augmented Society,Pessimistic,Middle East,Senior (51-65),PhD/Research,Unemployed/Retired,,19.9,38.86,64.97,61.4,77.92,63.51,69.65,57.89,79.27,57.64,68.5,66.9,37.56,42.71,43.79,Better data-driven decisions,Decreased social bonding; Reduced independent thinking; Attention span deterioration,Cognitive Decline Risk
26331,26332,2039,Deep AI Dependency Era,Pessimistic,Africa,Senior (51-65),Postgraduate,Business,Creative AI,8.2,47.06,61.1,46.79,45.59,63.45,40.94,56.64,75.14,49.58,68.56,46.43,42.54,50.69,41.28,,Loss of deep reading habits; Declining handwriting and manual skills; Reduced risk-taking in innovation,Cognitive Decline Risk
26332,26333,2040,Deep AI Dependency Era,Pessimistic,Middle East,Elder (65+),Secondary,Social Sciences,Basic Assistants,19.7,42.52,62.09,51.76,69.33,54.58,42.57,67.24,74.32,59.62,59.29,69.94,45.27,56.18,50.64,,Decreased self-confidence in decisions; Privacy erosion through behavioral data; Reduced physical-world problem solving,Cognitive Decline Risk
26333,26334,2057,Cognitive Co-Evolution,Optimistic,Oceania,Young Adult (26-35),PhD/Research,Education,AGI-Adjacent Tools,25.4,53.67,58.95,81.37,73.83,79.28,72.24,75.59,64.09,76.31,65.58,71.88,57.45,68.49,56.45,Personalized learning pathways; Cross-domain creativity boosts; Faster skill acquisition; Reduced cognitive load on repetitive tasks,Skill atrophy in non-AI domains; Digital addiction patterns,Positive Growth
26334,26335,2034,AI-Augmented Society,Pessimistic,Oceania,Senior (51-65),Undergraduate,Business,Basic Assistants,23.2,41.84,64.64,64.83,74.25,63.42,37.88,51.78,84.01,71.25,77.36,63.37,46.07,61.03,42.54,,Job displacement anxiety; Privacy erosion through behavioral data; Creativity homogenization,Cognitive Decline Risk
26335,26336,2057,Cognitive Co-Evolution,Mixed,North America,Adult (36-50),Secondary,Social Sciences,AGI-Adjacent Tools,27.8,58.07,60.38,69.85,76.59,50.96,63.32,77.94,68.6,59.32,62.79,71.1,67.62,73.51,51.1,Enhanced collaborative intelligence; Democratized access to expertise,Privacy erosion through behavioral data; Loss of deep reading habits,Stagnant / Moderate
26336,26337,2043,Post-Singularity Transition,Mixed,North America,Adult (36-50),PhD/Research,Law,Creative AI,21.5,29.89,68.76,66.69,35.38,58.39,43.67,56.38,72.64,71.51,68.04,53.37,27.17,59.13,60.09,Faster skill acquisition,Skill atrophy in non-AI domains,Stagnant / Moderate
26337,26338,2052,Cognitive Co-Evolution,Optimistic,Latin America,Senior (51-65),Primary,Healthcare,Analytical AI,31.5,44.62,73.38,73.1,77.4,67.74,78.97,75.52,72.65,75.23,65.44,74.42,43.16,63.94,53.44,Democratized access to expertise; Enhanced research capabilities; Increased productivity for deep work,Decreased self-confidence in decisions; Digital addiction patterns,Positive Growth
26338,26339,2042,Post-Singularity Transition,Neutral,Middle East,Senior (51-65),Primary,Business,Basic Assistants,26.8,32.99,64.39,66.74,69.65,65.43,70.52,68.33,62.28,61.75,54.52,52.48,34.64,68.52,46.89,Reduced cognitive load on repetitive tasks; Improved mental health support tools,Loss of deep reading habits; Existential anxiety from AI advancement; Emotional detachment from AI mediation,Positive Growth
26339,26340,2068,Symbiotic Intelligence Age,Mixed,South Asia,Senior (51-65),PhD/Research,Technology,AGI-Adjacent Tools,36.6,65.47,49.58,68.91,71.57,54.98,30.53,51.19,54.89,66.33,74.54,74.02,62.33,56.66,46.31,Optimized problem-solving frameworks; Real-time language and cultural bridging,Privacy erosion through behavioral data; Memory atrophy from AI offloading; Loss of deep reading habits,Stagnant / Moderate
26340,26341,2032,AI-Augmented Society,Pessimistic,Europe,Adult (36-50),Undergraduate,Engineering,,20.6,34.77,55.3,67.05,62.12,56.72,64.26,49.78,79.4,62.07,75.44,54.5,39.89,62.72,46.26,Better data-driven decisions,Reduced risk-taking in innovation; Creativity homogenization; Attention span deterioration; Job displacement anxiety,Cognitive Decline Risk
26341,26342,2048,Post-Singularity Transition,Mixed,Southeast Asia,Senior (51-65),Primary,Science & Research,Creative AI,24.7,53.28,72.9,72.95,45.76,51.59,60.41,53.24,60.13,50.53,65.56,70.1,60.69,59.71,53.82,Enhanced research capabilities,Reduced independent thinking; Over-reliance on AI outputs,Stagnant / Moderate
26342,26343,2061,Symbiotic Intelligence Age,Mixed,Southeast Asia,Senior (51-65),Primary,Education,Full AGI Integration,27.0,63.54,54.66,63.64,72.62,65.47,60.32,50.77,70.48,67.78,64.05,64.63,69.06,59.13,59.48,Cross-domain creativity boosts; Personalized learning pathways,Loss of deep reading habits,Stagnant / Moderate
26343,26344,2026,Early AI Integration,Optimistic,East Asia,Youth (18-25),Primary,Skilled Trades,,3.4,9.03,43.57,51.51,61.91,60.48,49.44,59.77,92.44,69.41,40.68,54.03,13.8,68.99,42.16,Increased productivity for deep work; Democratized access to expertise,Loss of deep reading habits,Stagnant / Moderate
26344,26345,2041,Post-Singularity Transition,Optimistic,South Asia,Elder (65+),PhD/Research,Engineering,Creative AI,16.2,28.91,65.51,67.07,63.35,71.11,70.2,67.25,71.05,70.81,51.32,65.75,42.31,70.64,53.46,Reduced cognitive load on repetitive tasks; Accelerated innovation cycles; Faster skill acquisition; Greater scientific discovery rates,Polarization through AI echo chambers; Creativity homogenization,Positive Growth
26345,26346,2054,Cognitive Co-Evolution,Optimistic,South Asia,Senior (51-65),Secondary,Social Sciences,Analytical AI,35.6,50.86,81.17,72.33,75.15,68.59,85.54,78.31,72.68,72.56,69.36,72.08,51.01,80.11,53.15,Broader knowledge access; Accelerated innovation cycles; Augmented artistic expression,,Positive Growth
26346,26347,2061,Symbiotic Intelligence Age,Optimistic,Oceania,Elder (65+),PhD/Research,Law,Full AGI Integration,26.2,58.61,63.98,80.04,72.78,71.89,91.05,86.1,71.06,79.34,64.98,76.3,51.19,77.16,65.38,Cross-domain creativity boosts; Enhanced research capabilities; Faster skill acquisition; Augmented artistic expression,Loss of deep reading habits; Attention span deterioration,Positive Growth
26347,26348,2066,Symbiotic Intelligence Age,Mixed,North America,Young Adult (26-35),Secondary,Healthcare,AGI-Adjacent Tools,31.1,61.86,58.03,80.84,54.97,56.22,51.89,84.89,58.11,82.45,79.72,84.46,54.81,50.23,46.66,Real-time language and cultural bridging; Reduced cognitive load on repetitive tasks; Faster medical diagnostics,Declining handwriting and manual skills,Stagnant / Moderate
26348,26349,2041,Post-Singularity Transition,Mixed,Oceania,Senior (51-65),Primary,Social Sciences,Creative AI,25.3,42.74,84.47,58.18,63.41,75.18,40.78,63.26,63.9,59.58,65.93,68.43,40.96,65.86,52.4,Faster medical diagnostics; Augmented artistic expression; Reduced cognitive load on repetitive tasks,Reduced physical-world problem solving; Attention span deterioration,Stagnant / Moderate
26349,26350,2070,Symbiotic Intelligence Age,Optimistic,Middle East,Young Adult (26-35),Secondary,Science & Research,Full AGI Integration,32.6,75.98,89.62,77.68,89.18,73.29,72.8,84.36,64.78,69.11,78.23,72.87,73.12,83.41,55.25,Accelerated innovation cycles; Improved mental health support tools,Reduced risk-taking in innovation,Positive Growth
26350,26351,2052,Cognitive Co-Evolution,Neutral,Middle East,Senior (51-65),Postgraduate,Science & Research,Creative AI,19.8,48.73,76.97,65.15,70.85,66.11,78.21,73.63,55.37,59.94,64.78,54.34,54.65,64.13,42.72,Real-time language and cultural bridging; Enhanced research capabilities; Personalized learning pathways,Attention span deterioration,Positive Growth
